trials,stimulus,number_responses,avg_words_per_response,percent_unique_words,percent_unique_lemmas,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
correct_only,imgNew/10T_security.jpg,275,1.010909090909091,0.11151079136690648,0.10431654676258993,0.3549593538165857,0.5781818181818181,security,0.5745454545454546,security
correct_only,imgNew/11T_slow.jpg,252,1.0873015873015872,0.10948905109489052,0.10218978102189781,0.7049276757305954,0.9126984126984127,slow,0.8928571428571429,slow
correct_only,imgNew/12T_think.jpg,286,1.1083916083916083,0.1167192429022082,0.10725552050473186,0.4914147666014455,0.7692307692307693,think,0.3811188811188811,thinking
correct_only,imgNew/13T_leather.jpg,213,1.0469483568075117,0.08520179372197309,0.08520179372197309,0.7959843251323072,0.9342723004694836,leather,0.92018779342723,leather
correct_only,imgNew/14T_cube.jpg,242,1.037190082644628,0.13147410358565736,0.11952191235059761,0.45724302788844623,0.6900826446280992,cube,0.6611570247933884,cube
correct_only,imgNew/15T_alcohol.jpg,258,1.0193798449612403,0.10646387832699619,0.10266159695817491,0.6051142135663077,0.7906976744186046,alcohol,0.7906976744186046,alcohol
correct_only,imgNew/16T_wax.jpg,259,1.0308880308880308,0.09363295880149813,0.08239700374531835,0.6722705640505758,0.8416988416988417,wax,0.833976833976834,wax
correct_only,imgNew/17T_small.jpg,241,1.037344398340249,0.14,0.132,0.4215582329317269,0.6597510373443983,small,0.6514522821576764,small
correct_only,imgNew/19T_farm.jpg,271,1.0922509225092252,0.13175675675675674,0.11824324324324324,0.67418689876317,0.8966789667896679,farm,0.8265682656826568,farm
correct_only,imgNew/1T_dog.jpg,278,1.014388489208633,0.06028368794326241,0.05319148936170213,0.7707024052901239,0.8884892086330936,dog,0.7589928057553957,dog
correct_only,imgNew/20T_hand.jpg,231,1.0173160173160174,0.17872340425531916,0.16170212765957448,0.40672849609019823,0.6406926406926406,hand,0.5930735930735931,hand
correct_only,imgNew/21T_myth.jpg,263,1.026615969581749,0.2037037037037037,0.1962962962962963,0.07947129285419248,0.19011406844106463,mythical,0.19011406844106463,mythical
correct_only,imgNew/22T_race.jpg,289,1.0173010380622838,0.07482993197278912,0.061224489795918366,0.6714726846369947,0.8304498269896193,race,0.7301038062283737,race
correct_only,imgNew/23T_glass.jpg,271,1.040590405904059,0.10283687943262411,0.09574468085106383,0.6671209712021403,0.8450184501845018,glass,0.7011070110701108,glass
correct_only,imgNew/24T_cow.jpg,128,1.25,0.3,0.275,0.38349056603773585,0.7734375,cow,0.6953125,cow
correct_only,imgNew/25T_save.jpg,233,1.03862660944206,0.18181818181818182,0.1652892561983471,0.3763588354308837,0.6223175965665236,save,0.48497854077253216,save
correct_only,imgNew/26T_camp.jpg,289,1.0207612456747406,0.04745762711864407,0.04406779661016949,0.844113916753142,0.9377162629757786,camp,0.7093425605536332,camping
correct_only,imgNew/27T_potato.jpg,268,1.0298507462686568,0.07246376811594203,0.06521739130434782,0.7637154150197628,0.8992537313432836,potato,0.5634328358208955,potato
