trials,stimulus,number_responses,avg_words_per_response,percent_unique_words,percent_unique_lemmas,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
all_trials,imgNew/C12T_maple.jpg,291,1.127147766323024,0.22865853658536586,0.2073170731707317,0.24462967106735287,0.5326460481099656,maple,0.4948453608247423,maple
all_trials,imgNew/C14T_oil.jpg,294,1.0170068027210883,0.1705685618729097,0.1605351170568562,0.5972256515005275,0.7857142857142857,oil,0.7755102040816326,oil
all_trials,imgNew/C15T_sand.jpg,298,1.0302013422818792,0.09446254071661238,0.09446254071661238,0.6649634881096848,0.8389261744966443,sand,0.8322147651006712,sand
all_trials,imgNew/C17T_sting.jpg,298,1.0369127516778522,0.3300970873786408,0.3042071197411003,0.2454083133694784,0.5100671140939598,sting,0.4395973154362416,sting
all_trials,imgNew/C21T_even.jpg,297,1.0572390572390573,0.2961783439490446,0.267515923566879,0.07496794937017968,0.19865319865319866,apple,0.1919191919191919,even
all_trials,imgNew/C26T_low.jpg,288,1.1111111111111112,0.24375,0.225,0.3660658307210031,0.6701388888888888,low,0.6215277777777778,low
all_trials,imgNew/C29T_plan.jpg,292,1.1027397260273972,0.2484472049689441,0.2267080745341615,0.15897525202685706,0.3972602739726027,plan,0.19863013698630136,plan
all_trials,imgNew/C33T_religion.jpg,294,1.0170068027210883,0.12040133779264214,0.11036789297658862,0.3871518035509865,0.6190476190476191,religion,0.6190476190476191,religion
all_trials,imgNew/C34T_sports.jpg,298,1.0302013422818792,0.09771986970684039,0.09446254071661238,0.6320069830320836,0.8154362416107382,sport,0.44966442953020136,sport
all_trials,imgNew/C40T_real.jpg,298,1.0369127516778522,0.27184466019417475,0.24271844660194175,0.08576051779935275,0.21140939597315436,worker,0.18456375838926176,worker
all_trials,imgNew/C41T_alive.jpg,285,1.0421052631578946,0.21885521885521886,0.20875420875420875,0.11290836290836291,0.28771929824561404,alive,0.2807017543859649,alive
all_trials,imgNew/C42T_iron.jpg,288,1.0798611111111112,0.16720257234726688,0.1607717041800643,0.2125920547661031,0.3958333333333333,iron,0.3888888888888889,iron
all_trials,imgNew/C43T_net.jpg,292,1.0513698630136987,0.11726384364820847,0.10423452768729642,0.6705201081518384,0.8595890410958904,net,0.7773972602739726,net
all_trials,imgNew/C44T_kick.jpg,293,1.0511945392491469,0.288961038961039,0.2727272727272727,0.08754600448411523,0.19795221843003413,color,0.14675767918088736,kick
all_trials,imgNew/C6T_deliver.jpg,292,1.0513698630136987,0.12052117263843648,0.11074918566775244,0.44719081986757786,0.6541095890410958,delivery,0.6267123287671232,delivery
all_trials,imgNew/D1T_hot.jpg,298,1.0469798657718121,0.25961538461538464,0.2467948717948718,0.1090155824882513,0.23825503355704697,spa,0.23154362416107382,"spa,heat"
all_trials,imgNew/D2T_crawl.jpg,287,1.1602787456445993,0.24024024024024024,0.22822822822822822,0.3808567603748327,0.7142857142857143,crawl,0.4912891986062718,crawl
all_trials,imgNew/D3T_blow.jpg,291,1.0996563573883162,0.196875,0.178125,0.15609326018808778,0.3161512027491409,party,0.29553264604810997,party
all_trials,imgNew/D4T_pirate.jpg,287,1.0731707317073171,0.17532467532467533,0.17207792207792208,0.5828715258682685,0.818815331010453,pirate,0.794425087108014,pirate
all_trials,imgNew/D5T_police.jpg,291,1.1134020618556701,0.30246913580246915,0.2808641975308642,0.0925543706761457,0.23711340206185566,cop,0.21305841924398625,police
all_trials,imgNew/D6T_sick.jpg,288,1.0555555555555556,0.21710526315789475,0.20394736842105263,0.24986972381448672,0.5069444444444444,sick,0.4965277777777778,sick
all_trials,imgNew/D7T_bee.jpg,291,1.1305841924398625,0.1884498480243161,0.1762917933130699,0.22586922677737414,0.5085910652920962,bee,0.2611683848797251,bees
all_trials,imgNew/MJ1_Paint.jpg,294,1.0170068027210883,0.0802675585284281,0.07692307692307693,0.3948732912841463,0.5544217687074829,paint,0.54421768707483,paint
all_trials,imgNew/MJ2_Baby.jpg,292,1.0582191780821917,0.08090614886731391,0.06796116504854369,0.798049846593536,0.9452054794520548,baby,0.886986301369863,baby
